subtitle_id,start,end,micro_id,status,source_text
S1306,00:52:05.76,00:52:11.72,M067,已覆盖并人工复核,array a but here I'm going to call it we
S1307,00:52:08.28,00:52:14.88,M067,已覆盖并人工复核,short for weights but this is our
S1308,00:52:11.71,00:52:17.19,M067,已覆盖并人工复核,a and this is how much of every row we
S1309,00:52:14.88,00:52:18.31,M067,已覆盖并人工复核,want to average up and it's going to be
S1310,00:52:17.19,00:52:20.03,M067,已覆盖并人工复核,an average because you can see that
S1311,00:52:18.31,00:52:23.55,M067,已覆盖并人工复核,these rows sum to
S1312,00:52:20.03,00:52:27.79,M067,已覆盖并人工复核,one so this is our a and then our B in
S1313,00:52:23.55,00:52:29.31,M067,已覆盖并人工复核,this example of course is X
S1314,00:52:27.79,00:52:31.92,M067,已覆盖并人工复核,so what's going to happen here now is
S1315,00:52:29.31,00:52:36.55,M067,已覆盖并人工复核,that we are going to have an expo
S1316,00:52:31.92,00:52:38.40,M067,已覆盖并人工复核,2 and this Expo 2 is going to be way
S1317,00:52:36.55,00:52:42.68,M067,已覆盖并人工复核,multiplying
S1318,00:52:38.40,00:52:44.51,M067,已覆盖并人工复核,RX so let's think this true way is T BYT
S1319,00:52:42.67,00:52:47.19,M067,已覆盖并人工复核,and this is Matrix multiplying in
S1320,00:52:44.51,00:52:50.92,M067,已覆盖并人工复核,pytorch a b by T by
S1321,00:52:47.19,00:52:52.96,M067,已覆盖并人工复核,C and it's giving us uh different what
S1322,00:52:50.92,00:52:54.79,M068,已覆盖并人工复核,shape so pytorch will come here and it
S1323,00:52:52.96,00:52:57.40,M068,已覆盖并人工复核,will see that these shapes are not the
S1324,00:52:54.79,00:53:00.11,M068,已覆盖并人工复核,same so it will create a batch Dimension
S1325,00:52:57.40,00:53:02.07,M068,已覆盖并人工复核,here and this is a batched matrix
S1326,00:53:00.11,00:53:04.00,M068,已覆盖并人工复核,multiply and so it will apply this
S1327,00:53:02.07,00:53:08.03,M068,已覆盖并人工复核,matrix multiplication in all the batch
S1328,00:53:04.00,00:53:09.79,M068,已覆盖并人工复核,elements um in parallel and individually
S1329,00:53:08.03,00:53:12.75,M068,已覆盖并人工复核,and then for each batch element there
S1330,00:53:09.79,00:53:15.79,M068,已覆盖并人工复核,will be a t BYT multiplying T by C
S1331,00:53:12.76,00:53:20.64,M068,已覆盖并人工复核,exactly as we had
S1332,00:53:15.79,00:53:24.59,M068,已覆盖并人工复核,below so this will now create B by T by
S1333,00:53:20.63,00:53:27.83,M068,已覆盖并人工复核,C and Expo 2 will now become identical
S1334,00:53:24.59,00:53:27.83,M068,已覆盖并人工复核,to Expo
S1335,00:53:28.11,00:53:36.40,M068,已覆盖并人工复核,so we can see that torch. all close of
S1336,00:53:32.31,00:53:38.83,M068,已覆盖并人工复核,xbo and xbo 2 should be true
S1337,00:53:36.40,00:53:43.20,M068,已覆盖并人工复核,now so this kind of like convinces us
S1338,00:53:38.83,00:53:47.11,M068,已覆盖并人工复核,that uh these are in fact um the same so
S1339,00:53:43.19,00:53:49.67,M068,已覆盖并人工复核,xbo and xbo 2 if I just print
S1340,00:53:47.11,00:53:51.72,M069,已覆盖并人工复核,them uh okay we're not going to be able
S1341,00:53:49.67,00:53:54.19,M069,已覆盖并人工复核,to okay we're not going to be able to
S1342,00:53:51.71,00:53:56.67,M069,已覆盖并人工复核,just stare it down but
S1343,00:53:54.19,00:53:58.23,M069,已覆盖并人工复核,um well let me try Expo basically just
S1344,00:53:56.67,00:53:59.83,M069,已覆盖并人工复核,at the zeroth element and Expo two at
S1345,00:53:58.23,00:54:02.43,M069,已覆盖并人工复核,the zeroth element so just the first
S1346,00:53:59.83,00:54:04.59,M069,已覆盖并人工复核,batch and we should see that this and
S1347,00:54:02.44,00:54:07.44,M069,已覆盖并人工复核,that should be identical which they
S1348,00:54:04.59,00:54:09.51,M069,已覆盖并人工复核,are right so what happened here the
S1349,00:54:07.44,00:54:12.76,M069,已覆盖并人工复核,trick is we were able to use batched
S1350,00:54:09.51,00:54:15.71,M069,已覆盖并人工复核,Matrix multiply to do this uh
S1351,00:54:12.76,00:54:17.72,M069,已覆盖并人工复核,aggregation really and it's a weighted
S1352,00:54:15.71,00:54:21.48,M069,已覆盖并人工复核,aggregation and the weights are
S1353,00:54:17.71,00:54:24.43,M069,已覆盖并人工复核,specified in this um T BYT array and
S1354,00:54:21.48,00:54:26.44,M069,已覆盖并人工复核,we're basically doing weighted sums and
S1355,00:54:24.44,00:54:28.83,M069,已覆盖并人工复核,uh these weighted sums are are U
S1356,00:54:26.44,00:54:31.15,M070,已覆盖并人工复核,according to uh the weights inside here
S1357,00:54:28.83,00:54:33.71,M070,已覆盖并人工复核,they take on sort of this triangular
S1358,00:54:31.15,00:54:36.23,M070,已覆盖并人工复核,form and so that means that a token at
S1359,00:54:33.71,00:54:39.59,M070,已覆盖并人工复核,the teth dimension will only get uh sort
S1360,00:54:36.23,00:54:41.47,M070,已覆盖并人工复核,of um information from the um tokens
S1361,00:54:39.59,00:54:43.55,M070,已覆盖并人工复核,perceiving it so that's exactly what we
S1362,00:54:41.48,00:54:46.15,M070,已覆盖并人工复核,want and finally I would like to rewrite
S1363,00:54:43.55,00:54:48.64,M070,已覆盖并人工复核,it in one more way and we're going to
S1364,00:54:46.15,00:54:50.92,M070,已覆盖并人工复核,see why that's useful so this is the
S1365,00:54:48.63,00:54:53.23,M071,已覆盖并人工复核,third version and it's also identical to
S1366,00:54:50.92,00:54:54.72,M071,已覆盖并人工复核,the first and second but let me talk
S1367,00:54:53.23,00:55:00.35,M071,已覆盖并人工复核,through it it uses
S1368,00:54:54.71,00:55:01.75,M071,已覆盖并人工复核,softmax so Trill here is this Matrix
S1369,00:55:00.35,00:55:05.40,M071,已覆盖并人工复核,lower triangular
S1370,00:55:01.76,00:55:07.92,M071,已覆盖并人工复核,ones way begins as all
S1371,00:55:05.40,00:55:11.68,M071,已覆盖并人工复核,zero okay so if I just print way in the
S1372,00:55:07.92,00:55:15.20,M071,已覆盖并人工复核,beginning it's all zero then I
S1373,00:55:11.67,00:55:18.35,M071,已覆盖并人工复核,used masked fill so what this is doing
S1374,00:55:15.19,00:55:20.71,M071,已覆盖并人工复核,is we. masked fill it's all zeros and
S1375,00:55:18.35,00:55:23.79,M071,已覆盖并人工复核,I'm saying for all the elements where
S1376,00:55:20.71,00:55:26.35,M071,已覆盖并人工复核,Trill is equal equal Z make them be
S1377,00:55:23.79,00:55:28.48,M071,已覆盖并人工复核,negative Infinity so all the elements
S1378,00:55:26.35,00:55:32.31,M071,已覆盖并人工复核,where Trill is zero will become negative
S1379,00:55:28.48,00:55:36.28,M071,已覆盖并人工复核,Infinity now so this is what we get and
S1380,00:55:32.31,00:55:38.92,M071,已覆盖并人工复核,then the final line here is
S1381,00:55:36.28,00:55:40.92,M072,已覆盖并人工复核,softmax so if I take a softmax along
S1382,00:55:38.92,00:55:44.40,M072,已覆盖并人工复核,every single so dim is negative one so
S1383,00:55:40.92,00:55:46.63,M072,已覆盖并人工复核,along every single row if I do softmax
S1384,00:55:44.40,00:55:51.96,M072,已覆盖并人工复核,what is that going to
S1385,00:55:46.63,00:55:54.92,M072,已覆盖并人工复核,do well softmax is um is also like a
S1386,00:55:51.96,00:55:58.03,M072,已覆盖并人工复核,normalization operation right and so
S1387,00:55:54.92,00:56:00.28,M072,已覆盖并人工复核,spoiler alert you get the exact same
S1388,00:55:58.03,00:56:02.79,M072,已覆盖并人工复核,Matrix let me bring back to
S1389,00:56:00.28,00:56:04.51,M072,已覆盖并人工复核,softmax and recall that in softmax we're
S1390,00:56:02.79,00:56:06.79,M072,已覆盖并人工复核,going to exponentiate every single one
S1391,00:56:04.51,00:56:10.00,M072,已覆盖并人工复核,of these and then we're going to divide
S1392,00:56:06.79,00:56:11.31,M072,已覆盖并人工复核,by the sum and so if we exponentiate
S1393,00:56:10.00,00:56:14.00,M072,已覆盖并人工复核,every single element here we're going to
S1394,00:56:11.31,00:56:17.11,M072,已覆盖并人工复核,get a one and here we're going to get uh
S1395,00:56:14.00,00:56:19.35,M072,已覆盖并人工复核,basically zero 0 z0 Z everywhere else
S1396,00:56:17.11,00:56:21.83,M072,已覆盖并人工复核,and then when we normalize we just get
S1397,00:56:19.35,00:56:24.63,M073,已覆盖并人工复核,one here we're going to get one one and
S1398,00:56:21.83,00:56:27.35,M073,已覆盖并人工复核,then zeros and then softmax will again
S1399,00:56:24.63,00:56:30.75,M073,已覆盖并人工复核,divide and this will give us 5.5 and so
S1400,00:56:27.35,00:56:33.67,M073,已覆盖并人工复核,on and so this is also the uh the same
S1401,00:56:30.76,00:56:34.76,M073,已覆盖并人工复核,way to produce uh this mask now the
S1402,00:56:33.67,00:56:36.19,M073,已覆盖并人工复核,reason that this is a bit more
S1403,00:56:34.76,00:56:37.92,M073,已覆盖并人工复核,interesting and the reason we're going
S1404,00:56:36.19,00:56:41.79,M073,已覆盖并人工复核,to end up using it in self
S1405,00:56:37.92,00:56:44.68,M073,已覆盖并人工复核,attention is that these weights here
S1406,00:56:41.79,00:56:46.63,M073,已覆盖并人工复核,begin uh with zero and you can think of
S1407,00:56:44.67,00:56:49.19,M073,已覆盖并人工复核,this as like an interaction strength or
S1408,00:56:46.63,00:56:52.27,M073,已覆盖并人工复核,like an affinity so basically it's
S1409,00:56:49.19,00:56:54.87,M073,已覆盖并人工复核,telling us how much of each uh token
S1410,00:56:52.28,00:56:57.20,M073,已覆盖并人工复核,from the past do we want to Aggregate
S1411,00:56:54.88,00:56:59.96,M073,已覆盖并人工复核,and average up
S1412,00:56:57.19,00:57:02.55,M073,已覆盖并人工复核,and then this line is saying tokens from
S1413,00:56:59.96,00:57:04.44,M074,已覆盖并人工复核,the past cannot communicate by setting
S1414,00:57:02.55,00:57:06.31,M074,已覆盖并人工复核,them to negative Infinity we're saying
S1415,00:57:04.44,00:57:07.40,M074,已覆盖并人工复核,that we will not aggregate anything from
S1416,00:57:06.31,00:57:09.71,M074,已覆盖并人工复核,those
S1417,00:57:07.40,00:57:11.35,M074,已覆盖并人工复核,tokens and so basically this then goes
S1418,00:57:09.71,00:57:12.67,M074,已覆盖并人工复核,through softmax and through the weighted
S1419,00:57:11.35,00:57:14.07,M074,已覆盖并人工复核,and this is the aggregation through
S1420,00:57:12.67,00:57:16.15,M074,已覆盖并人工复核,matrix
S1421,00:57:14.07,00:57:19.16,M074,已覆盖并人工复核,multiplication and so what this is now
S1422,00:57:16.15,00:57:21.55,M074,已覆盖并人工复核,is you can think of these as um these
S1423,00:57:19.15,00:57:25.15,M074,已覆盖并人工复核,zeros are currently just set by us to be
S1424,00:57:21.55,00:57:27.44,M074,已覆盖并人工复核,zero but a quick preview is that these
S1425,00:57:25.15,00:57:29.19,M074,已覆盖并人工复核,affinities between the tokens are not
S1426,00:57:27.44,00:57:31.40,M074,已覆盖并人工复核,going to be just constant at zero
S1427,00:57:29.19,00:57:32.79,M074,已覆盖并人工复核,they're going to be data dependent these
S1428,00:57:31.40,00:57:34.88,M074,已覆盖并人工复核,tokens are going to start looking at
S1429,00:57:32.79,00:57:37.63,M074,已覆盖并人工复核,each other and some tokens will find
S1430,00:57:34.88,00:57:39.59,M074,已覆盖并人工复核,other tokens more or less interesting
S1431,00:57:37.63,00:57:41.00,M074,已覆盖并人工复核,and depending on what their values are
S1432,00:57:39.59,00:57:42.92,M074,已覆盖并人工复核,they're going to find each other
S1433,00:57:41.00,00:57:45.28,M074,已覆盖并人工复核,interesting to different amounts and I'm
S1434,00:57:42.92,00:57:47.07,M074,已覆盖并人工复核,going to call those affinities I think
S1435,00:57:45.28,00:57:49.11,M075,已覆盖并人工复核,and then here we are saying the future
S1436,00:57:47.07,00:57:51.55,M075,已覆盖并人工复核,cannot communicate with the past we're
S1437,00:57:49.11,00:57:53.64,M075,已覆盖并人工复核,we're going to clamp them and then when
S1438,00:57:51.55,00:57:56.16,M075,已覆盖并人工复核,we normalize and sum we're going to
S1439,00:57:53.63,00:57:57.44,M075,已覆盖并人工复核,aggregate uh sort of their values
S1440,00:57:56.15,00:57:59.48,M075,已覆盖并人工复核,depending on how interesting they find
S1441,00:57:57.44,00:58:03.11,M075,已覆盖并人工复核,each other and so that's the preview for
S1442,00:57:59.48,00:58:05.07,M075,已覆盖并人工复核,self attention and basically long story
S1443,00:58:03.11,00:58:07.72,M075,已覆盖并人工复核,short from this entire section is that
S1444,00:58:05.07,00:58:08.64,M076,已覆盖并人工复核,you can do weighted aggregations of your
S1445,00:58:07.71,00:58:12.00,M076,已覆盖并人工复核,past
S1446,00:58:08.63,00:58:14.55,M076,已覆盖并人工复核,Elements by having by using matrix
S1447,00:58:12.00,00:58:17.11,M076,已覆盖并人工复核,multiplication of a lower triangular
S1448,00:58:14.55,00:58:18.76,M076,已覆盖并人工复核,fashion and then the elements here in
S1449,00:58:17.11,00:58:21.64,M077,已覆盖并人工复核,the lower triangular part are telling
S1450,00:58:18.76,00:58:24.00,M077,已覆盖并人工复核,you how much of each element uh fuses
S1451,00:58:21.63,00:58:25.51,M077,已覆盖并人工复核,into this position so we're going to use
S1452,00:58:24.00,00:58:27.67,M077,已覆盖并人工复核,this trick now to develop the self
S1453,00:58:25.51,00:58:30.44,M077,已覆盖并人工复核,attention block block so first let's get
S1454,00:58:27.67,00:58:31.87,M077,已覆盖并人工复核,some quick preliminaries out of the way
S1455,00:58:30.44,00:58:33.28,M077,已覆盖并人工复核,first the thing I'm kind of bothered by
S1456,00:58:31.88,00:58:35.11,M077,已覆盖并人工复核,is that you see how we're passing in
S1457,00:58:33.28,00:58:36.72,M077,已覆盖并人工复核,vocap size into the Constructor there's
S1458,00:58:35.11,00:58:38.83,M077,已覆盖并人工复核,no need to do that because vocap size is
S1459,00:58:36.71,00:58:40.55,M077,已覆盖并人工复核,already defined uh up top as a global
S1460,00:58:38.83,00:58:41.59,M077,已覆盖并人工复核,variable so there's no need to pass this
S1461,00:58:40.55,00:58:44.55,M077,已覆盖并人工复核,stuff
S1462,00:58:41.59,00:58:46.51,M077,已覆盖并人工复核,around next what I want to do is I don't
S1463,00:58:44.55,00:58:47.96,M077,已覆盖并人工复核,want to actually create I want to create
S1464,00:58:46.51,00:58:49.67,M077,已覆盖并人工复核,like a level of indirection here where
S1465,00:58:47.96,00:58:52.83,M077,已覆盖并人工复核,we don't directly go to the embedding
S1466,00:58:49.67,00:58:54.44,M077,已覆盖并人工复核,for the um logits but instead we go
S1467,00:58:52.83,00:58:57.19,M077,已覆盖并人工复核,through this intermediate phase because
S1468,00:58:54.44,00:58:59.83,M077,已覆盖并人工复核,we're going to start making that bigger
S1469,00:58:57.19,00:59:02.67,M077,已覆盖并人工复核,so let me introduce a new variable n
S1470,00:58:59.83,00:59:04.51,M077,已覆盖并人工复核,embed it shorted for number of embedding
S1471,00:59:02.67,00:59:09.48,M077,已覆盖并人工复核,Dimensions so
S1472,00:59:04.51,00:59:11.07,M077,已覆盖并人工复核,nbed here will be say 32 that was a
S1473,00:59:09.48,00:59:14.44,M077,已覆盖并人工复核,suggestion from GitHub co-pilot by the
S1474,00:59:11.07,00:59:16.72,M077,已覆盖并人工复核,way um it also suest 32 which is a good
S1475,00:59:14.44,00:59:18.92,M077,已覆盖并人工复核,number so this is an embedding table and
S1476,00:59:16.71,00:59:21.23,M077,已覆盖并人工复核,only 32 dimensional
S1477,00:59:18.92,00:59:23.55,M077,已覆盖并人工复核,embeddings so then here this is not
S1478,00:59:21.23,00:59:24.79,M078,已覆盖并人工复核,going to give us logits directly instead
S1479,00:59:23.55,00:59:27.20,M078,已覆盖并人工复核,this is going to give us token
S1480,00:59:24.79,00:59:29.00,M078,已覆盖并人工复核,embeddings that's I'm going to call it
S1481,00:59:27.19,00:59:30.75,M078,已覆盖并人工复核,and then to go from the token Tings to
S1482,00:59:29.00,00:59:34.07,M078,已覆盖并人工复核,the logits we're going to need a linear
S1483,00:59:30.76,00:59:36.48,M078,已覆盖并人工复核,layer so self. LM head let's call it
S1484,00:59:34.07,00:59:39.88,M078,已覆盖并人工复核,short for language modeling head is n
S1485,00:59:36.48,00:59:41.31,M078,已覆盖并人工复核,and linear from n ined up to vocap size
S1486,00:59:39.88,00:59:43.55,M078,已覆盖并人工复核,and then when we swing over here we're
S1487,00:59:41.31,00:59:46.23,M078,已覆盖并人工复核,actually going to get the loits by
S1488,00:59:43.55,00:59:48.44,M078,已覆盖并人工复核,exactly what the co-pilot says now we
S1489,00:59:46.23,00:59:52.47,M078,已覆盖并人工复核,have to be careful here because this C
S1490,00:59:48.44,00:59:55.51,M078,已覆盖并人工复核,and this C are not equal um this is nmed
S1491,00:59:52.48,00:59:57.96,M078,已覆盖并人工复核,C and this is vocap size so let's just
S1492,00:59:55.51,01:00:01.15,M078,已覆盖并人工复核,say that n ined is equal to
S1493,00:59:57.96,01:00:02.83,M078,已覆盖并人工复核,C and then this just creates one spous
S1494,01:00:01.15,01:00:07.07,M079,已覆盖并人工复核,layer of interaction through a linear
S1495,01:00:02.83,01:00:07.07,M079,已覆盖并人工复核,layer but uh this should basically
S1496,01:00:11.35,01:00:17.00,M079,已覆盖并人工复核,run so we see that this runs and uh this
S1497,01:00:15.15,01:00:19.03,M079,已覆盖并人工复核,currently looks kind of spous but uh
S1498,01:00:17.00,01:00:22.07,M079,已覆盖并人工复核,we're going to build on top of this now
S1499,01:00:19.03,01:00:23.68,M079,已覆盖并人工复核,next up so far we've taken these indices
S1500,01:00:22.07,01:00:28.16,M079,已覆盖并人工复核,and we've encoded them based on the
S1501,01:00:23.67,01:00:30.07,M080,已覆盖并人工复核,identity of the uh tokens in inside idx
S1502,01:00:28.15,01:00:31.59,M080,已覆盖并人工复核,the next thing that people very often do
S1503,01:00:30.07,01:00:33.79,M080,已覆盖并人工复核,is that we're not just encoding the
S1504,01:00:31.59,01:00:35.92,M080,已覆盖并人工复核,identity of these tokens but also their
S1505,01:00:33.79,01:00:38.40,M080,已覆盖并人工复核,position so we're going to have a second
S1506,01:00:35.92,01:00:41.48,M080,已覆盖并人工复核,position uh embedding table here so
S1507,01:00:38.40,01:00:44.11,M080,已覆盖并人工复核,self. position embedding table is an an
S1508,01:00:41.48,01:00:46.24,M080,已覆盖并人工复核,embedding of block size by an embed and
S1509,01:00:44.11,01:00:47.64,M080,已覆盖并人工复核,so each position from zero to block size
S1510,01:00:46.23,01:00:50.83,M080,已覆盖并人工复核,minus one will also get its own
S1511,01:00:47.63,01:00:54.35,M080,已覆盖并人工复核,embedding vector and then here first let
S1512,01:00:50.83,01:00:56.51,M080,已覆盖并人工复核,me decode B BYT from idx do
S1513,01:00:54.35,01:00:58.35,M080,已覆盖并人工复核,shape and then here we're also going to
S1514,01:00:56.51,01:01:00.03,M080,已覆盖并人工复核,have a pause embedding which is the
S1515,01:00:58.35,01:01:03.00,M080,已覆盖并人工复核,positional embedding and these are this
S1516,01:01:00.03,01:01:06.24,M080,已覆盖并人工复核,is to arrange so this will be basically
S1517,01:01:03.00,01:01:08.07,M080,已覆盖并人工复核,just integers from Z to T minus one and
S1518,01:01:06.23,01:01:09.87,M081,已覆盖并人工复核,all of those integers from 0 to T minus
S1519,01:01:08.07,01:01:11.28,M081,已覆盖并人工复核,one get embedded through the table to
S1520,01:01:09.88,01:01:14.76,M081,已覆盖并人工复核,create a t by
S1521,01:01:11.28,01:01:18.72,M081,已覆盖并人工复核,C and then here this gets renamed to
S1522,01:01:14.76,01:01:20.88,M081,已覆盖并人工复核,just say x and x will be the addition of
S1523,01:01:18.71,01:01:22.91,M081,已覆盖并人工复核,the token embeddings with the positional
S1524,01:01:20.88,01:01:25.44,M081,已覆盖并人工复核,embeddings and here the broadcasting
S1525,01:01:22.92,01:01:26.44,M081,已覆盖并人工复核,note will work out so B by T by C plus T
S1526,01:01:25.44,01:01:28.63,M081,已覆盖并人工复核,by C
S1527,01:01:26.44,01:01:30.24,M082,已覆盖并人工复核,this gets right aligned a new dimension
S1528,01:01:28.63,01:01:31.75,M082,已覆盖并人工复核,of one gets added and it gets
S1529,01:01:30.23,01:01:34.87,M082,已覆盖并人工复核,broadcasted across
S1530,01:01:31.76,01:01:37.55,M082,已覆盖并人工复核,batch so at this point x holds not just
S1531,01:01:34.88,01:01:39.96,M082,已覆盖并人工复核,the token identities but the positions
S1532,01:01:37.55,01:01:41.68,M082,已覆盖并人工复核,at which these tokens occur and this is
S1533,01:01:39.96,01:01:43.35,M082,已覆盖并人工复核,currently not that useful because of
S1534,01:01:41.67,01:01:44.39,M082,已覆盖并人工复核,course we just have a simple byr model
S1535,01:01:43.35,01:01:46.27,M082,已覆盖并人工复核,so it doesn't matter if you're in the
S1536,01:01:44.40,01:01:48.35,M082,已覆盖并人工复核,fifth position the second position or
S1537,01:01:46.28,01:01:50.44,M082,已覆盖并人工复核,wherever it's all translation invariant
S1538,01:01:48.35,01:01:52.88,M082,已覆盖并人工复核,at this stage uh so this information
S1539,01:01:50.44,01:01:54.40,M082,已覆盖并人工复核,currently wouldn't help uh but as we
S1540,01:01:52.88,01:01:57.83,M082,已覆盖并人工复核,work on the self attention block we'll
S1541,01:01:54.40,01:01:57.83,M082,已覆盖并人工复核,see that this starts to matter
S1542,01:01:59.88,01:02:03.24,M082,已覆盖并人工复核,okay so now we get the Crux of self
S1543,01:02:01.48,01:02:05.40,M082,已覆盖并人工复核,attention so this is probably the most
S1544,01:02:03.23,01:02:07.27,M083,已覆盖并人工复核,important part of this video to
S1545,01:02:05.40,01:02:08.72,M083,已覆盖并人工复核,understand we're going to implement a
S1546,01:02:07.27,01:02:11.40,M083,已覆盖并人工复核,small self attention for a single
S1547,01:02:08.71,01:02:13.59,M083,已覆盖并人工复核,individual head as they're called so we
S1548,01:02:11.40,01:02:16.63,M083,已覆盖并人工复核,start off with where we were so all of
S1549,01:02:13.59,01:02:17.96,M083,已覆盖并人工复核,this code is familiar so right now I'm
S1550,01:02:16.63,01:02:20.23,M083,已覆盖并人工复核,working with an example where I Chang
S1551,01:02:17.96,01:02:24.11,M083,已覆盖并人工复核,the number of channels from 2 to 32 so
S1552,01:02:20.23,01:02:26.63,M083,已覆盖并人工复核,we have a 4x8 arrangement of tokens and
S1553,01:02:24.11,01:02:28.88,M083,已覆盖并人工复核,each to and the information each token
S1554,01:02:26.63,01:02:30.31,M083,已覆盖并人工复核,is currently 32 dimensional but we just
S1555,01:02:28.88,01:02:34.35,M084,已覆盖并人工复核,are working with random
S1556,01:02:30.31,01:02:37.63,M084,已覆盖并人工复核,numbers now we saw here that the code as
S1557,01:02:34.35,01:02:41.15,M084,已覆盖并人工复核,we had it before does a uh simple weight
S1558,01:02:37.63,01:02:43.31,M084,已覆盖并人工复核,simple average of all the past tokens
S1559,01:02:41.15,01:02:44.48,M084,已覆盖并人工复核,and the current token so it's just the
S1560,01:02:43.31,01:02:45.88,M084,已覆盖并人工复核,previous information and current
S1561,01:02:44.48,01:02:48.31,M084,已覆盖并人工复核,information is just being mixed together
S1562,01:02:45.88,01:02:50.20,M084,已覆盖并人工复核,in an average and that's what this code
S1563,01:02:48.31,01:02:52.40,M084,已覆盖并人工复核,currently achieves and it Doo by
S1564,01:02:50.19,01:02:55.67,M084,已覆盖并人工复核,creating this lower triangular structure
S1565,01:02:52.40,01:02:59.11,M084,已覆盖并人工复核,which allows us to mask out this uh we
S1566,01:02:55.67,01:03:01.19,M084,已覆盖并人工复核,uh Matrix that we create so we mask it
S1567,01:02:59.11,01:03:03.96,M084,已覆盖并人工复核,out and then we normalize it and
S1568,01:03:01.19,01:03:05.79,M084,已覆盖并人工复核,currently when we initialize the
S1569,01:03:03.96,01:03:08.59,M084,已覆盖并人工复核,affinities between all the different
S1570,01:03:05.79,01:03:09.63,M084,已覆盖并人工复核,sort of tokens or nodes I'm going to use
S1571,01:03:08.59,01:03:11.79,M084,已覆盖并人工复核,those terms
S1572,01:03:09.63,01:03:13.07,M084,已覆盖并人工复核,interchangeably so when we initialize
S1573,01:03:11.79,01:03:16.07,M084,已覆盖并人工复核,the affinities between all the different
S1574,01:03:13.07,01:03:18.48,M084,已覆盖并人工复核,tokens to be zero then we see that way
S1575,01:03:16.07,01:03:22.40,M084,已覆盖并人工复核,gives us this um structure where every
S1576,01:03:18.48,01:03:25.11,M084,已覆盖并人工复核,single row has these um uniform numbers
S1577,01:03:22.40,01:03:27.07,M084,已覆盖并人工复核,and so that's what that's what then uh
S1578,01:03:25.11,01:03:28.72,M084,已覆盖并人工复核,in this Matrix multiply makes it so that
S1579,01:03:27.07,01:03:32.16,M084,已覆盖并人工复核,we're doing a simple
S1580,01:03:28.71,01:03:36.23,M084,已覆盖并人工复核,average now we don't actually want this
S1581,01:03:32.15,01:03:38.59,M084,已覆盖并人工复核,to be all uniform because different uh
S1582,01:03:36.23,01:03:40.23,M085,已覆盖并人工复核,tokens will find different other tokens
S1583,01:03:38.59,01:03:42.24,M085,已覆盖并人工复核,more or less interesting and we want
S1584,01:03:40.23,01:03:44.59,M085,已覆盖并人工复核,that to be data dependent so for example
S1585,01:03:42.23,01:03:46.79,M085,已覆盖并人工复核,if I'm a vowel then maybe I'm looking
S1586,01:03:44.59,01:03:48.31,M085,已覆盖并人工复核,for consonants in my past and maybe I
S1587,01:03:46.79,01:03:50.27,M085,已覆盖并人工复核,want to know what those consonants are
S1588,01:03:48.31,01:03:52.88,M085,已覆盖并人工复核,and I want that information to flow to
S1589,01:03:50.27,01:03:54.79,M085,已覆盖并人工复核,me and so I want to now gather
S1590,01:03:52.88,01:03:56.59,M085,已覆盖并人工复核,information from the past but I want to
S1591,01:03:54.79,01:03:58.15,M085,已覆盖并人工复核,do it in the data dependent way and this
S1592,01:03:56.59,01:04:00.64,M085,已覆盖并人工复核,is the problem that self attention
S1593,01:03:58.15,01:04:03.87,M085,已覆盖并人工复核,solves now the way self attention solves
S1594,01:04:00.63,01:04:06.59,M085,已覆盖并人工复核,this is the following every single node
S1595,01:04:03.88,01:04:09.83,M085,已覆盖并人工复核,or every single token at each position
S1596,01:04:06.59,01:04:12.64,M085,已覆盖并人工复核,will emit two vectors it will emit a
S1597,01:04:09.83,01:04:15.48,M085,已覆盖并人工复核,query and it will emit a
S1598,01:04:12.63,01:04:18.59,M085,已覆盖并人工复核,key now the query Vector roughly
S1599,01:04:15.48,01:04:20.59,M085,已覆盖并人工复核,speaking is what am I looking for and
S1600,01:04:18.59,01:04:21.79,M085,已覆盖并人工复核,the key Vector roughly speaking is what
S1601,01:04:20.59,01:04:24.07,M085,已覆盖并人工复核,do I
S1602,01:04:21.79,01:04:27.03,M085,已覆盖并人工复核,contain and then the way we get
S1603,01:04:24.07,01:04:29.72,M085,已覆盖并人工复核,affinities between these uh tokens now
S1604,01:04:27.03,01:04:31.83,M085,已覆盖并人工复核,in a sequence is we basically just do a
S1605,01:04:29.71,01:04:35.31,M085,已覆盖并人工复核,do product between the keys and the
S1606,01:04:31.83,01:04:37.96,M085,已覆盖并人工复核,queries so my query dot products with
S1607,01:04:35.31,01:04:41.92,M085,已覆盖并人工复核,all the keys of all the other tokens and
S1608,01:04:37.96,01:04:45.59,M085,已覆盖并人工复核,that dot product now becomes
S1609,01:04:41.92,01:04:47.72,M086,已覆盖并人工复核,wayy and so um if the key and the query
S1610,01:04:45.59,01:04:50.20,M086,已覆盖并人工复核,are sort of aligned they will interact
S1611,01:04:47.71,01:04:52.63,M086,已覆盖并人工复核,to a very high amount and then I will
S1612,01:04:50.19,01:04:55.15,M086,已覆盖并人工复核,get to learn more about that specific
S1613,01:04:52.63,01:04:56.15,M086,已覆盖并人工复核,token as opposed to any other token in
S1614,01:04:55.15,01:04:59.03,M086,已覆盖并人工复核,the sequence
S1615,01:04:56.15,01:04:59.03,M086,已覆盖并人工复核,so let's implement this
